epoch,loss,acc
1,3.145339250564575,0.1821599155664444
2,2.2145118713378906,0.370791494846344
3,1.8433337211608887,0.4578915536403656
4,1.6655690670013428,0.5103468894958496
5,1.526739478111267,0.539667010307312
6,1.4270447492599487,0.5567026138305664
7,1.3633915185928345,0.5696924328804016
8,1.3110395669937134,0.5810779333114624
9,1.2672221660614014,0.592959463596344
10,1.2305817604064941,0.601787269115448
11,1.1972583532333374,0.61118084192276
12,1.164459228515625,0.6216517686843872
13,1.134042739868164,0.6299060583114624
14,1.1038264036178589,0.6398034691810608
15,1.0804827213287354,0.64711993932724
16,1.0566736459732056,0.656288743019104
17,1.0333086252212524,0.6628689169883728
18,1.0172419548034668,0.6672092080116272
19,0.9952861070632935,0.6733243465423584
20,0.9745683670043945,0.6799587607383728
21,0.9564894437789917,0.6865389347076416
22,0.9373271465301514,0.6922975778579712
23,0.9191985130310059,0.6996140480041504
24,0.9077378511428833,0.701210618019104
25,0.8876407742500305,0.7084496021270752
26,0.8738710880279541,0.7136501669883728
27,0.8594998717308044,0.717509925365448
28,0.8434501886367798,0.7221369743347168
29,0.830018162727356,0.7266477346420288
30,0.8177446126937866,0.729941725730896
31,0.8042714595794678,0.7346075177192688
32,0.790591299533844,0.7396143078804016
33,0.7780013680458069,0.7438306212425232
34,0.7667803764343262,0.7475275993347168
35,0.7560681104660034,0.7509765625
36,0.7451169490814209,0.7536582350730896
37,0.7353795170783997,0.756161630153656
38,0.7232831716537476,0.7606879472732544
39,0.7133839726448059,0.764237642288208
40,0.6993343234062195,0.7683764100074768
41,0.6943587064743042,0.7699885368347168
42,0.68525630235672,0.7733755111694336
43,0.6761407256126404,0.7757006287574768
44,0.6674383878707886,0.7793511152267456
45,0.6569148898124695,0.782187819480896
46,0.6480323672294617,0.78481525182724
47,0.6409105062484741,0.7871791124343872
48,0.6328458786010742,0.7899305820465088
49,0.6278002262115479,0.7911396622657776
50,0.617531955242157,0.7945033311843872
51,0.61387699842453,0.7963402271270752
52,0.606326162815094,0.7980065941810608
53,0.5990511178970337,0.8009905219078064
54,0.5925014615058899,0.803145170211792
55,0.58195561170578,0.8045247197151184
56,0.5786863565444946,0.807167649269104
57,0.5705253481864929,0.8104926347732544
58,0.5626184344291687,0.8128875494003296
59,0.5586540102958679,0.8121899962425232
60,0.5533967614173889,0.8149956464767456
61,0.5485011339187622,0.8181036114692688
62,0.542396068572998,0.8178943395614624
63,0.5356770753860474,0.8221726417541504
64,0.5330498814582825,0.8220873475074768
65,0.526040256023407,0.8238622546195984
66,0.522424042224884,0.8250170350074768
67,0.5143779516220093,0.8276212215423584
68,0.5087440013885498,0.8301246166229248
69,0.5077858567237854,0.8300471305847168
70,0.5022119879722595,0.831465482711792
71,0.5013355016708374,0.8317522406578064
72,0.49306052923202515,0.8347671627998352
73,0.49267977476119995,0.8339146375656128
74,0.48696836829185486,0.8373326063156128
75,0.4828043282032013,0.83774334192276
76,0.4797126054763794,0.839130699634552
77,0.47848090529441833,0.8398669958114624
78,0.4740506708621979,0.8405413031578064
79,0.46848130226135254,0.844052255153656
80,0.46602514386177063,0.843866229057312
81,0.4620257019996643,0.8448272943496704
82,0.4565223753452301,0.8475555181503296
83,0.45484086871147156,0.8470284342765808
84,0.45221269130706787,0.8481135368347168
85,0.452091783285141,0.84848552942276
86,0.4467046558856964,0.8497644066810608
87,0.44338199496269226,0.8505239486694336
88,0.4422309398651123,0.8505626916885376
89,0.4359045624732971,0.8525700569152832
90,0.4348766505718231,0.8529808521270752
91,0.43214303255081177,0.8549959659576416
92,0.4340839087963104,0.8549727201461792
93,0.43021276593208313,0.8551432490348816
94,0.4253547489643097,0.8560422658920288
95,0.42282506823539734,0.8578636646270752
96,0.42170411348342896,0.857383131980896
97,0.4176519513130188,0.8589487075805664
98,0.4146658480167389,0.8599873185157776
99,0.4120102822780609,0.860801100730896
100,0.4123265743255615,0.8617311716079712
101,0.40994322299957275,0.8621651530265808
102,0.4070756733417511,0.8626844882965088
103,0.4045761227607727,0.8634440302848816
104,0.40884870290756226,0.861893892288208
105,0.40722811222076416,0.8632580041885376
106,0.39874839782714844,0.8651258945465088
107,0.39672598242759705,0.866962730884552
108,0.39355072379112244,0.86733478307724
109,0.39551910758018494,0.8664899468421936
110,0.39214351773262024,0.8680943250656128
111,0.3904882073402405,0.8688616156578064
112,0.38816192746162415,0.8699389100074768
113,0.3864436447620392,0.8698381781578064
114,0.3876745104789734,0.8684585690498352
115,0.38324710726737976,0.8704814314842224
116,0.3799850344657898,0.8711479902267456
117,0.38724485039711,0.8699156641960144
118,0.378995418548584,0.8723803162574768
119,0.37981951236724854,0.8715510368347168
120,0.38131171464920044,0.8708069920539856
121,0.37847596406936646,0.8723260760307312
122,0.3748495280742645,0.8735119104385376
123,0.37585973739624023,0.8730933666229248
124,0.3764870762825012,0.8726593255996704
125,0.3720458149909973,0.874589204788208
126,0.36731666326522827,0.8767903447151184
127,0.3645164668560028,0.8767980933189392
128,0.3645443618297577,0.8766431212425232
129,0.3686842918395996,0.8769996166229248
130,0.37134280800819397,0.8752325177192688
131,0.36626705527305603,0.876426100730896
132,0.3642498850822449,0.8775343894958496
133,0.36187776923179626,0.8776506781578064
134,0.3618741035461426,0.878231942653656
135,0.35739263892173767,0.8802626132965088
136,0.3597213327884674,0.8790690302848816
137,0.35781407356262207,0.8792627453804016
138,0.3568466007709503,0.8791542649269104
139,0.35441040992736816,0.8810299038887024
140,0.3538728356361389,0.8809136152267456
141,0.36233216524124146,0.8778367042541504
142,0.3567553758621216,0.8802781105041504
143,0.3492138981819153,0.8816654086112976
144,0.3519246280193329,0.8811848759651184
145,0.34940439462661743,0.882928729057312
146,0.3488987684249878,0.8821459412574768
147,0.3474125266075134,0.8822234869003296
148,0.34844133257865906,0.882362961769104
149,0.34727776050567627,0.8833860158920288
150,0.34553852677345276,0.883076012134552
